Country,Country Code,Mobile prefix[notes 1],,,,,,,,,,,,,,,,
Guatemala,502,448,,,,,,,,,,,,,,,,
Guatemala,502,449,,,,,,,,,,,,,,,,
Guatemala,502,478,,,,,,,,,,,,,,,,
Guatemala,502,479,,,,,,,,,,,,,,,,
Guatemala,502,480,,,,,,,,,,,,,,,,
Guatemala,502,481,,,,,,,,,,,,,,,,
Guatemala,502,2324,,,,,,,,,,,,,,,,
Guatemala,502,2326,,,,,,,,,,,,,,,,
Guatemala,502,2327,,,,,,,,,,,,,,,,
Guatemala,502,2328,,,,,,,,,,,,,,,,
Guatemala,502,2329,,,,,,,,,,,,,,,,
Guatemala,502,2428,,,,,,,,,,,,,,,,
Guatemala,502,2429,,,,,,,,,,,,,,,,
El Salvador,503,7,,,,,,,,,,,,,,,,
Honduras,504,3,,,,,,,,,,,,,,,,
Honduras,504,7,,,,,,,,,,,,,,,,
Honduras,504,8,,,,,,,,,,,,,,,,
Honduras,504,9,,,,,,,,,,,,,,,,
Nicaragua,505,8,,,,,,,,,,,,,,,,
Costa Rica,506,7,,,,,,,,,,,,,,,,
Costa Rica,506,8,,,,,,,,,,,,,,,,
Panama,507,6,,,,,,,,,,,,,,,,
Bolivia,591,6,,,,,,,,,,,,,,,,
Bolivia,591,7,,,,,,,,,,,,,,,,
Guyana,592,6,,,,,,,,,,,,,,,,
Ecuador,593,8,,,,,,,,,,,,,,,,
Ecuador,593,9,,,,,,,,,,,,,,,,
French Guiana,594,694,,,,,,,,,,,,,,,,
French Guiana,594,700,,,,,,,,,,,,,,,,
Paraguay,595,961,,,,,,,,,,,,,,,,
Paraguay,595,963,,,,,,,,,,,,,,,,
Paraguay,595,971,,,,,,,,,,,,,,,,
Paraguay,595,972,,,,,,,,,,,,,,,,
Paraguay,595,973,,,,,,,,,,,,,,,,
Paraguay,595,975,,,,,,,,,,,,,,,,
Paraguay,595,981,,,,,,,,,,,,,,,,
Paraguay,595,982,,,,,,,,,,,,,,,,
Paraguay,595,983,,,,,,,,,,,,,,,,
Paraguay,595,984,,,,,,,,,,,,,,,,
Paraguay,595,985,,,,,,,,,,,,,,,,
Paraguay,595,991,,,,,,,,,,,,,,,,
Paraguay,595,992,,,,,,,,,,,,,,,,
Paraguay,595,993,,,,,,,,,,,,,,,,
Paraguay,595,995,,,,,,,,,,,,,,,,
Martinique,596,696,,,,,,,,,,,,,,,,
Martinique,596,700,,,,,,,,,,,,,,,,
Suriname,597,8,,,,,,,,,,,,,,,,
Uruguay,598,91,,,,,,,,,,,,,,,,
Uruguay,598,93,,,,,,,,,,,,,,,,
Uruguay,598,94,,,,,,,,,,,,,,,,
Uruguay,598,95,,,,,,,,,,,,,,,,
Uruguay,598,96,,,,,,,,,,,,,,,,
Uruguay,598,97,,,,,,,,,,,,,,,,
Uruguay,598,98,,,,,,,,,,,,,,,,
Uruguay,598,99,,,,,,,,,,,,,,,,
Hong Kong,852,901,,,,,,,,,,,,,,,,
Hong Kong,852,912,,,,,,,,,,,,,,,,
Cambodia,855,10,,,,,,,,,,,,,,,,
Cambodia,855,11,,,,,,,,,,,,,,,,
Cambodia,855,12,,,,,,,,,,,,,,,,
Cambodia,855,15,,,,,,,,,,,,,,,,
Cambodia,855,16,,,,,,,,,,,,,,,,
Cambodia,855,69,,,,,,,,,,,,,,,,
Cambodia,855,70,,,,,,,,,,,,,,,,
Cambodia,855,76,,,,,,,,,,,,,,,,
Cambodia,855,77,,,,,,,,,,,,,,,,
Cambodia,855,81,,,,,,,,,,,,,,,,
Cambodia,855,86,,,,,,,,,,,,,,,,
Cambodia,855,87,,,,,,,,,,,,,,,,
Cambodia,855,92,,,,,,,,,,,,,,,,
Cambodia,855,93,,,,,,,,,,,,,,,,
Cambodia,855,96,,,,,,,,,,,,,,,,
Cambodia,855,98,,,,,,,,,,,,,,,,
Cambodia,855,99,,,,,,,,,,,,,,,,
Laos,856,20,,,,,,,,,,,,,,,,
Bangladesh,880,15,,,,,,,,,,,,,,,,
Bangladesh,880,16,,,,,,,,,,,,,,,,
Bangladesh,880,17,,,,,,,,,,,,,,,,
Bangladesh,880,18,,,,,,,,,,,,,,,,
Bangladesh,880,19,,,,,,,,,,,,,,,,
Bangladesh,880,140,,,,,,,,,,,,,,,,
Taiwan,886,9,,,,,,,,,,,,,,,,
Maldives,960,7,,,,,,,,,,,,,,,,
Maldives,960,9,,,,,,,,,,,,,,,,
Lebanon,961,3,,,,,,,,,,,,,,,,
Lebanon,961,70,,,,,,,,,,,,,,,,
Lebanon,961,71,,,,,,,,,,,,,,,,
Lebanon,961,76,,,,,,,,,,,,,,,,
Jordan,962,77,,,,,,,,,,,,,,,,
Jordan,962,78,,,,,,,,,,,,,,,,
Jordan,962,79,,,,,,,,,,,,,,,,
Kuwait,965,5,,,,,,,,,,,,,,,,
Kuwait,965,6,,,,,,,,,,,,,,,,
Kuwait,965,9,,,,,,,,,,,,,,,,
Saudi Arabia,966,50,,,,,,,,,,,,,,,,
Saudi Arabia,966,51,,,,,,,,,,,,,,,,
Saudi Arabia,966,53,,,,,,,,,,,,,,,,
Saudi Arabia,966,54,,,,,,,,,,,,,,,,
Saudi Arabia,966,55,,,,,,,,,,,,,,,,
Saudi Arabia,966,56,,,,,,,,,,,,,,,,
Saudi Arabia,966,57,,,,,,,,,,,,,,,,
Saudi Arabia,966,58,,,,,,,,,,,,,,,,
Saudi Arabia,966,59,,,,,,,,,,,,,,,,
Yemen,967,70,,,,,,,,,,,,,,,,
Yemen,967,71,,,,,,,,,,,,,,,,
Yemen,967,73,,,,,,,,,,,,,,,,
Yemen,967,77,,,,,,,,,,,,,,,,
Oman,968,91,,,,,,,,,,,,,,,,
Oman,968,91,,,,,,,,,,,,,,,,
Oman,968,92,,,,,,,,,,,,,,,,
Oman,968,93,,,,,,,,,,,,,,,,
Oman,968,94,,,,,,,,,,,,,,,,
Oman,968,95,,,,,,,,,,,,,,,,
Oman,968,96,,,,,,,,,,,,,,,,
Oman,968,97,,,,,,,,,,,,,,,,
Oman,968,98,,,,,,,,,,,,,,,,
Oman,968,99,,,,,,,,,,,,,,,,
United Arab Emirates,971,50,,,,,,,,,,,,,,,,
United Arab Emirates,971,52,,,,,,,,,,,,,,,,
United Arab Emirates,971,54,,,,,,,,,,,,,,,,
United Arab Emirates,971,55,,,,,,,,,,,,,,,,
United Arab Emirates,971,56,,,,,,,,,,,,,,,,
United Arab Emirates,971,58,,,,,,,,,,,,,,,,
Israel,972,52,,,,,,,,,,,,,,,,
Israel,972,53,,,,,,,,,,,,,,,,
Israel,972,54,,,,,,,,,,,,,,,,
Israel,972,58,,,,,,,,,,,,,,,,
Israel,972,556,,,,,,,,,,,,,,,,
Israel,972,558,,,,,,,,,,,,,,,,
Israel,972,559,,,,,,,,,,,,,,,,
Israel,972,5522,,,,,,,,,,,,,,,,
Israel,972,5523,,,,,,,,,,,,,,,,
Bahrain,973,33,,,,,,,,,,,,,,,,
Bahrain,973,36,,,,,,,,,,,,,,,,
Bahrain,973,39,,,,,,,,,,,,,,,,
Bahrain,973,322,,,,,,,,,,,,,,,,
Bahrain,973,340,,,,,,,,,,,,,,,,
Bahrain,973,341,,,,,,,,,,,,,,,,
Bahrain,973,343,,,,,,,,,,,,,,,,
Bahrain,973,344,,,,,,,,,,,,,,,,
Bahrain,973,345,,,,,,,,,,,,,,,,
Bahrain,973,353,,,,,,,,,,,,,,,,
Bahrain,973,355,,,,,,,,,,,,,,,,
Bahrain,973,377,,,,,,,,,,,,,,,,
Bahrain,973,383,,,,,,,,,,,,,,,,
Bahrain,973,384,,,,,,,,,,,,,,,,
Bahrain,973,388,,,,,,,,,,,,,,,,
Bahrain,973,663,,,,,,,,,,,,,,,,
Bahrain,973,666,,,,,,,,,,,,,,,,
Bahrain,973,669,,,,,,,,,,,,,,,,
Qatar,974,33,,,,,,,,,,,,,,,,
Qatar,974,55,,,,,,,,,,,,,,,,
Qatar,974,66,,,,,,,,,,,,,,,,
Qatar,974,77,,,,,,,,,,,,,,,,
Bhutan,975,17,,,,,,,,,,,,,,,,
Mongolia,976,70,,,,,,,,,,,,,,,,
Mongolia,976,88,,,,,,,,,,,,,,,,
Mongolia,976,89,,,,,,,,,,,,,,,,
Mongolia,976,91,,,,,,,,,,,,,,,,
Mongolia,976,93,,,,,,,,,,,,,,,,
Mongolia,976,94,,,,,,,,,,,,,,,,
Mongolia,976,95,,,,,,,,,,,,,,,,
Mongolia,976,96,,,,,,,,,,,,,,,,
Mongolia,976,98,,,,,,,,,,,,,,,,
Mongolia,976,99,,,,,,,,,,,,,,,,
Nepal,977,98,,,,,,,,,,,,,,,,
Tajikistan,992,9,,,,,,,,,,,,,,,,
Tajikistan,992,90,,,,,,,,,,,,,,,,
Tajikistan,992,92,,,,,,,,,,,,,,,,
Tajikistan,992,93,,,,,,,,,,,,,,,,
Tajikistan,992,95,,,,,,,,,,,,,,,,
Tajikistan,992,96,,,,,,,,,,,,,,,,
Tajikistan,992,97,,,,,,,,,,,,,,,,
Tajikistan,992,98,,,,,,,,,,,,,,,,
Tajikistan,992,910,,,,,,,,,,,,,,,,
Tajikistan,992,911,,,,,,,,,,,,,,,,
Tajikistan,992,912,,,,,,,,,,,,,,,,
Tajikistan,992,913,,,,,,,,,,,,,,,,
Tajikistan,992,914,,,,,,,,,,,,,,,,
Tajikistan,992,915,,,,,,,,,,,,,,,,
Tajikistan,992,916,,,,,,,,,,,,,,,,
Tajikistan,992,917,,,,,,,,,,,,,,,,
Tajikistan,992,918,,,,,,,,,,,,,,,,
Tajikistan,992,919,,,,,,,,,,,,,,,,
Turkmenistan,993,65,,,,,,,,,,,,,,,,
Turkmenistan,993,66,,,,,,,,,,,,,,,,
Turkmenistan,993,67,,,,,,,,,,,,,,,,
Azerbaijan,994,41,,,,,,,,,,,,,,,,
Azerbaijan,994,50,,,,,,,,,,,,,,,,
Azerbaijan,994,51,,,,,,,,,,,,,,,,
Azerbaijan,994,55,,,,,,,,,,,,,,,,
Azerbaijan,994,70,,,,,,,,,,,,,,,,
Azerbaijan,994,77,,,,,,,,,,,,,,,,
Azerbaijan,994,99,,,,,,,,,,,,,,,,
Georgia,995,514,,,,,,,,,,,,,,,,
Georgia,995,544,,,,,,,,,,,,,,,,
Georgia,995,551,,,,,,,,,,,,,,,,
Georgia,995,555,,,,,,,,,,,,,,,,
Georgia,995,557,,,,,,,,,,,,,,,,
Georgia,995,558,,,,,,,,,,,,,,,,
Georgia,995,568,,,,,,,,,,,,,,,,
Georgia,995,570,,,,,,,,,,,,,,,,
Georgia,995,571,,,,,,,,,,,,,,,,
Georgia,995,574,,,,,,,,,,,,,,,,
Georgia,995,577,,,,,,,,,,,,,,,,
Georgia,995,578,,,,,,,,,,,,,,,,
Georgia,995,579,,,,,,,,,,,,,,,,
Georgia,995,591,,,,,,,,,,,,,,,,
Georgia,995,592,,,,,,,,,,,,,,,,
Georgia,995,593,,,,,,,,,,,,,,,,
Georgia,995,595,,,,,,,,,,,,,,,,
Georgia,995,596,,,,,,,,,,,,,,,,
Georgia,995,597,,,,,,,,,,,,,,,,
Georgia,995,598,,,,,,,,,,,,,,,,
Georgia,995,599,,,,,,,,,,,,,,,,
Kyrgyzstan,996,5,,,,,,,,,,,,,,,,
Kyrgyzstan,996,9,,,,,,,,,,,,,,,,
Uzbekistan,998,33,,,,,,,,,,,,,,,,
Uzbekistan,998,90,,,,,,,,,,,,,,,,
Uzbekistan,998,91,,,,,,,,,,,,,,,,
Uzbekistan,998,93,,,,,,,,,,,,,,,,
Uzbekistan,998,94,,,,,,,,,,,,,,,,
Uzbekistan,998,97,,,,,,,,,,,,,,,,
